CONTRACTID,TITLE,TOTALOPTIONYEARS,CURRENTOPTIONYEAR,CITYWIDE,AGENCY,AGENCYNAME,PROCUREMENTMETHOD,CONTRACTTYPE,MARKETTYPE,AMOUNT,LASTMODIFIED,CONTRACTSTATUS,AWARDDATE,EFFECTIVEDATE,EXPIRATIONDATE,OWNER,CONTRACTINGOFFICER,SUPPLIER,AWARDDOC,COMMODITY,SOLICITATIONID,DSC_LAST_MOD_DTTM,OBJECTID
CW10069,Biodiesel Fuel,2.000000000000000,Base Period,,AM0,DEPARTMENT OF GENERAL SERVICES,Competitive Sealed Bid (IFB),Requirements,Open,534048.75,2011-06-28T20:25:00.000Z,Expired,2011-06-27T00:00:00.000Z,2011-06-27T00:00:00.000Z,2011-10-26T00:00:00.000Z,Gena Johnson,James Roberts,"Tri-Gas & Oil Co., Inc.",,4050200 : Alternative Fuels (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,6353
CW10069,Biodiesel Fuel,2.000000000000000,Base Period,,KT0,DEPARTMENT OF PUBLIC WORKS,Competitive Sealed Bid (IFB),Requirements,Open,534048.75,2011-06-28T20:25:00.000Z,Expired,2011-06-27T00:00:00.000Z,2011-06-27T00:00:00.000Z,2011-10-26T00:00:00.000Z,Gena Johnson,James Roberts,"Tri-Gas & Oil Co., Inc.",,4050200 : Alternative Fuels (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,6354
CW14720,DOH (HEPRA) - FY11 - CORES. Enterprise License Renewal & Update,2.000000000000000,Base Period,,HC0,DEPARTMENT OF HEALTH,Sole Source,Firm Fixed Price,Open,349080.55,2012-05-09T12:50:00.000Z,Expired,2011-06-29T00:00:00.000Z,2011-06-29T00:00:00.000Z,2012-06-28T00:00:00.000Z,Crystal McKay,Derrick White,"COLLABORATIVE FUSION, INC.",,"9201850 : LICENSE, COMPUTER-AIDED DESIGN SOFTWARE",,2018-07-12T16:10:47.000Z,6355
DCBE-2009-C-0001,Employee Assistance Program Services,4.000000000000000,Option 2,,BE0,D.C. DEPARTMENT OF HUMAN RESOURCES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,427923,2011-06-29T04:30:00.000Z,Expired,2009-06-29T00:00:00.000Z,2011-06-29T00:00:00.000Z,2012-06-28T00:00:00.000Z,Jeanne Mirabile,Courtney Lattimore,COPE INC,,9464500 : Employee Benefit Funds,,2018-07-12T16:10:47.000Z,6356
CW10132,2FBUA8 High Resolution Gamma Spectrometer,3.000000000000000,Base Period,,FB0,FIRE AND EMERGENCY MEDICAL SERVICES,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,500000,2012-05-15T15:23:00.000Z,Expired,2011-06-30T00:00:00.000Z,2011-06-30T00:00:00.000Z,2012-06-30T00:00:00.000Z,Derrick White,Derrick White,Federal Resources Supply Company,,9625800 : Professional Services (Not Otherwise Classified),,2018-07-12T16:10:47.000Z,6357
CW13481,DCPO-2011-T-0250 Federal Resources Supply Co,3.000000000000000,Base Period,,FB0,FIRE AND EMERGENCY MEDICAL SERVICES,GSA (Federal Supply Schedule),Requirements,Open,353250,2012-10-03T19:40:00.000Z,Closed,2011-06-30T00:00:00.000Z,2011-06-30T00:00:00.000Z,2012-06-29T00:00:00.000Z,Rebecca Young,Derrick White,Federal Resources Supply Company,,"4907100 : Nuclear Safety Equipment and Supplies: Dosimeters, Film Badges, Lead Shielding, Radiation Monitors, Survey Meters (For Warning Tape See Class 832)",,2018-07-12T16:10:47.000Z,6358
CW8847,IT - SLED USI Solutions Manager - Filenet,1.000000000000000,Option 1,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),GSA (Federal Supply Schedule),Firm Fixed Price,Open,105000,2011-06-30T04:31:00.000Z,Expired,2011-05-24T00:00:00.000Z,2011-06-30T00:00:00.000Z,2011-12-30T00:00:00.000Z,Crystal McKay,"Reid, Lindel",FILENET CORPORATION,,9182930 : CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE,,2018-07-12T16:10:47.000Z,6359
CW9205,Reisdential Treatment - Starflight Entriprises,1.000000000000000,Base Period,,JZ0,DEPART OF YOUTH REHABILITATION SERVICES,Human Care Agreements,Firm Fixed Price,Open,900000,2011-07-01T04:00:00.000Z,Expired,2011-05-20T00:00:00.000Z,2011-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,Jeanne Mirabile,Angela Turner,STARFLIGHT ENTERPRISES INC,,9529500 : Youth Care Services,,2018-07-12T16:10:47.000Z,6360
CW9368,School Bus Lease,0.000000000000000,Base Period,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Competitive Sealed Bid (IFB),Requirements,Open,982280,2011-12-16T21:28:00.000Z,Expired,2010-08-27T00:00:00.000Z,2011-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,Gena Johnson,James Roberts,"Henshaw Properties, LLC",,"0703615 : SCHOOL BUSES, SMALL",,2018-07-12T16:10:47.000Z,6361
CW9501,"Woods Services, Inc. (Out of State)",0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Human Care Agreements,Firm Fixed Price,Open,1427160,2011-10-11T15:04:00.000Z,Expired,2008-07-01T00:00:00.000Z,2011-07-01T00:00:00.000Z,2012-06-30T00:00:00.000Z,Esmeraldo (Rallie) Cruz,Janice Parker Watson,"WOODS SERVICES, INC.",,"9529265 : RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME",,2018-07-12T16:10:47.000Z,6362
CW10115,FIRE STATION ALERTING SYSTEM ,4.000000000000000,Base Period,,UC0,OFFICE OF UNIFIED COMMUNICATIONS,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,2632037.47,2018-05-14T19:27:00.000Z,Closed,2011-06-28T00:00:00.000Z,2011-07-05T00:00:00.000Z,2012-07-04T00:00:00.000Z,Nelson Abel,"Reid, Lindel",Purvis Systems Incorporated,,"7251800 : Emergency Radio/Telephone Systems (911 Dispatch, etc.) Including Accessories",,2018-07-12T16:10:47.000Z,6363
CW4202,Howard Univeersity Hospital,0.000000000000000,Base Period,,HC0,DEPARTMENT OF HEALTH,Human Care Agreements,Firm Fixed Price,Open,600000,2011-09-12T19:18:00.000Z,Expired,2011-07-06T00:00:00.000Z,2011-07-06T00:00:00.000Z,2012-07-05T00:00:00.000Z,Dwight Hayes,Deborah White,HOWARD UNIVERSITY HOSPITAL,,9483200 : Dietician Services,,2018-07-12T16:10:47.000Z,6364
CW10189,Radiation Isotope Identification Device Backpacks,3.000000000000000,Base Period,,FB0,FIRE AND EMERGENCY MEDICAL SERVICES,Competitive Sealed Bid (IFB),Indefinite Delivery Indefinite Quantity,Open,570374,2011-07-07T13:35:00.000Z,Expired,2011-07-06T00:00:00.000Z,2011-07-06T00:00:00.000Z,2012-07-06T00:00:00.000Z,Derrick White,Derrick White,"NUCSAFE, INC.",,"2202035 : DETECTOR AND ACCESSORIES, PHOTO-IONIZATION, PROGRAMMABLE",,2018-07-12T16:10:47.000Z,6365
CW10275,"Job Development Opportunities, Skills Training or Interships 7-15-11",3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,90000,2011-07-15T14:20:00.000Z,Expired,2010-07-09T00:00:00.000Z,2011-07-09T00:00:00.000Z,2012-07-08T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"TRANSCEN, INC.",,9523900 : Employment Generating Activities,,2018-07-12T16:10:47.000Z,6366
CW10283,CHA Pandemic FLU Supplies ,0.000000000000000,Base Period,,HC0,DEPARTMENT OF HEALTH,Competitive Sealed Bid (IFB),Firm Fixed Price,Set Aside,131930,2011-07-13T14:40:00.000Z,Expired,2011-07-12T00:00:00.000Z,2011-07-12T00:00:00.000Z,2012-07-12T00:00:00.000Z,Derrick White,Derrick White,MEDICAL SUPPLY SYSTEMS INC,,4759300 : Vaccination Needles and Devices  (Incl. Immunology Equipment),,2018-07-12T16:10:47.000Z,6367
CW15131,IT - OUC - ProQA and AQUA Software and Maintenance,1.000000000000000,Base Period,,UC0,OFFICE OF UNIFIED COMMUNICATIONS,Sole Source,Firm Fixed Price,Open,67507,2012-05-09T13:59:00.000Z,Expired,2011-07-13T00:00:00.000Z,2011-07-14T00:00:00.000Z,2012-07-13T00:00:00.000Z,Crystal McKay,Derrick White,"MEDICAL PRIORITY CONSULTANTS,",,"9204520 : MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE",,2018-07-12T16:10:47.000Z,6368
CW10303,Assistive Technology - Hearing - Loop FM-Duartek,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,6000,2011-07-16T04:00:00.000Z,Expired,2010-07-16T00:00:00.000Z,2011-07-16T00:00:00.000Z,2012-07-15T00:00:00.000Z,Monica Brown,Marsha L. Robinson,DUARTEK INC,,"7100000 : PROSTHETIC DEVICES, HEARING AIDS, AUDITORY TESTING EQUIPMENT, ELECTRONIC READING DEVICES, ETC.",,2018-07-12T16:10:47.000Z,6369
CW10301,"Assistive Technology - Visual - Integration Technologies Group, Inc.",3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,32501,2011-08-16T15:15:00.000Z,Expired,2010-07-16T00:00:00.000Z,2011-07-16T00:00:00.000Z,2012-07-15T00:00:00.000Z,Monica Brown,Marsha L. Robinson,INTEGRATION TECHNOLOGIES GROUP,,"7109286 : VIDEO MAGNIFICATION EQUIPMENT, CLOSED CIRCUIT, VISUALLY IMPAIRED",,2018-07-12T16:10:47.000Z,6370
CW10279,"Assistive Technology-Devices-Ergoform, LLC",3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,7000,2011-07-16T04:00:00.000Z,Expired,2010-07-16T00:00:00.000Z,2011-07-16T00:00:00.000Z,2012-07-15T00:00:00.000Z,Monica Brown,Marsha L. Robinson,ERGOFORM,,"7100000 : PROSTHETIC DEVICES, HEARING AIDS, AUDITORY TESTING EQUIPMENT, ELECTRONIC READING DEVICES, ETC.",,2018-07-12T16:10:47.000Z,6371
CW20821,"Integration Technologies Group, Inc.",2.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,32501,2013-03-07T13:45:00.000Z,Expired,2010-07-16T00:00:00.000Z,2011-07-16T00:00:00.000Z,2013-07-15T00:00:00.000Z,Monica Brown,Marsha L. Robinson,INTEGRATION TECHNOLOGIES GROUP,,"7109286 : VIDEO MAGNIFICATION EQUIPMENT, CLOSED CIRCUIT, VISUALLY IMPAIRED",,2018-07-12T16:10:47.000Z,6372
CW5709,Assistive Technology - CART - Home Team Captions,4.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,50000,2011-07-20T04:31:00.000Z,Closed,2010-07-20T00:00:00.000Z,2011-07-20T00:00:00.000Z,2012-07-19T00:00:00.000Z,Marsha L. Robinson,Marsha L. Robinson,Stephen H. Clark dba/Home Team,,9616700 : Sign Language Services for the Hearing Impaired,,2018-07-12T16:10:47.000Z,6373
CW5709,Assistive Technology - CART - Home Team Captions,4.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,50000,2011-07-20T04:31:00.000Z,Closed,2010-07-20T00:00:00.000Z,2011-07-20T00:00:00.000Z,2012-07-19T00:00:00.000Z,Marsha L. Robinson,Marsha L. Robinson,Stephen H. Clark dba/Home Team,,"9616730 : INTERPRETER, SIGN LANGUAGE",,2018-07-12T16:10:47.000Z,6374
CW10402,Assistive Technology-ASL-Viscom ,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,90000,2011-07-21T15:20:00.000Z,Expired,2010-07-21T00:00:00.000Z,2011-07-21T00:00:00.000Z,2012-07-20T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"VISCOM INTERPRETING, INC",,9616700 : Sign Language Services for the Hearing Impaired,,2018-07-12T16:10:47.000Z,6375
CW10402,Assistive Technology-ASL-Viscom ,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,90000,2011-07-21T15:20:00.000Z,Expired,2010-07-21T00:00:00.000Z,2011-07-21T00:00:00.000Z,2012-07-20T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"VISCOM INTERPRETING, INC",,"9616730 : INTERPRETER, SIGN LANGUAGE",,2018-07-12T16:10:47.000Z,6376
CW16202,DCSS-2009-D-966-19S  - Printing and Document Management Services,4.000000000000000,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,DC Supply Schedule,Firm Fixed Price,Set Aside,750000,2012-07-18T20:33:00.000Z,Expired,2011-07-21T00:00:00.000Z,2011-07-21T00:00:00.000Z,2012-07-20T00:00:00.000Z,Grace Bolanle Alao,Shafiqur Choudhary,Dupont Computers,,9660000 : PRINTING AND RELATED SERVICES,,2018-07-12T16:10:47.000Z,6377
CW10391,Assistive Technology - Harris Communications 7-20-11,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,2501,2011-08-16T15:10:00.000Z,Expired,2010-07-22T00:00:00.000Z,2011-07-22T00:00:00.000Z,2012-07-21T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"HARRIS COMMUNICATIONS, INC",,"7100000 : PROSTHETIC DEVICES, HEARING AIDS, AUDITORY TESTING EQUIPMENT, ELECTRONIC READING DEVICES, ETC.",,2018-07-12T16:10:47.000Z,6378
CW10501,Assistive Technology - ITY Communicator and ITY Translator-Interpretype,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,2501,2011-07-26T13:07:00.000Z,Expired,2010-07-23T00:00:00.000Z,2011-07-23T00:00:00.000Z,2012-07-22T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"INTERPRETYPE, LLC",,"9614600 : Interpreter Services (Foreign Language, Hearing Impaired, etc.)",,2018-07-12T16:10:47.000Z,6379
CW10588,"6 Wheel Dump Trucks, Snow Ready ",1.000000000000000,Base Period,,KT0,DEPARTMENT OF PUBLIC WORKS,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,3899970,2011-08-04T15:12:00.000Z,Expired,2011-07-25T00:00:00.000Z,2011-07-25T00:00:00.000Z,2012-07-24T00:00:00.000Z,"Vest, Lucille",James Roberts,"Johnson Truck Center, LLC",,"0705440 : TRUCKS, CAB AND CHASSIS, FULL SIZE, DIESEL",,2018-07-12T16:10:47.000Z,6380
CW10399,Assistive Technology - Communications Equipment and Systems-American Amplifier,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,50000,2011-07-27T04:00:00.000Z,Expired,2010-07-27T00:00:00.000Z,2011-07-27T00:00:00.000Z,2012-07-26T00:00:00.000Z,Monica Brown,Marsha L. Robinson,AMERICAN AMPLIFIER & TV,,"8408478 : TV, CLOSED CIRCUIT",,2018-07-12T16:10:47.000Z,6381
CW10397,Assistive Technology-Enhanced Vision Products-Central Vision Solutions,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,28000,2011-10-20T19:24:00.000Z,Expired,2010-07-27T00:00:00.000Z,2011-07-27T00:00:00.000Z,2012-07-26T00:00:00.000Z,Monica Brown,Marsha L. Robinson,CENTRAL VISION SOLUTIONS,,4707900 : Vision Impaired Mobility Devices and Equipment,,2018-07-12T16:10:47.000Z,6382
CW13722,Deaf Access Solutions Assistive Technology - CART and Sign Language Interpreting services,0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Indefinite Delivery Indefinite Quantity,Open,50000,2012-02-21T15:34:00.000Z,Expired,2011-07-01T00:00:00.000Z,2011-07-29T00:00:00.000Z,2012-07-28T00:00:00.000Z,Monica Brown,Marsha L. Robinson,DEAF ACCESS SOLUTIONS,,9616700 : Sign Language Services for the Hearing Impaired,,2018-07-12T16:10:47.000Z,6383
CW13722,Deaf Access Solutions Assistive Technology - CART and Sign Language Interpreting services,0.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Indefinite Delivery Indefinite Quantity,Open,50000,2012-02-21T15:34:00.000Z,Expired,2011-07-01T00:00:00.000Z,2011-07-29T00:00:00.000Z,2012-07-28T00:00:00.000Z,Monica Brown,Marsha L. Robinson,DEAF ACCESS SOLUTIONS,,"9616730 : INTERPRETER, SIGN LANGUAGE",,2018-07-12T16:10:47.000Z,6384
CW10506,Horton Type III Ambulances - FY2011,0.000000000000000,Base Period,,KT0,DEPARTMENT OF PUBLIC WORKS,Sole Source,Firm Fixed Price,Open,2174930,2011-07-29T18:07:00.000Z,Expired,2011-07-26T00:00:00.000Z,2011-07-29T00:00:00.000Z,2012-07-28T00:00:00.000Z,aaron holland,James Roberts,"Laake Enterprises, Inc. t/a FESCO Emergency Sales",,0700300 : Ambulances and Rescue Vehicles,,2018-07-12T16:10:47.000Z,6385
CW10535,Web Based Case Management System for RSA - LIBERA,2.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,106500,2011-08-01T13:53:00.000Z,Closed,2009-07-31T00:00:00.000Z,2011-07-31T00:00:00.000Z,2012-07-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"Libera, Inc.",,9182900 : Computer Software Consulting,,2018-07-12T16:10:47.000Z,6386
CW5119,Assistive Technology - WYNN ,4.000000000000000,Option 1,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,3500,2011-08-02T04:31:00.000Z,Expired,2010-08-02T00:00:00.000Z,2011-08-02T00:00:00.000Z,2012-08-01T00:00:00.000Z,Marsha L. Robinson,Marsha L. Robinson,FREEDOM SCIENTIFIC BLV,, : ,,2018-07-12T16:10:47.000Z,6387
CW16018,DCSS-2009-D-615-39S - Office Supplies,1.000000000000000,Base Period,,PO0,OFFICE OF CONTRACTING AND PROCUREMENT,DC Supply Schedule,Firm Fixed Price,Set Aside,5000000,2012-07-17T15:32:00.000Z,Expired,2011-08-06T00:00:00.000Z,2011-08-06T00:00:00.000Z,2013-08-05T00:00:00.000Z,Grace Bolanle Alao,Angela Turner,Capital Services and Supplies,,"6150000 : OFFICE SUPPLIES, GENERAL",,2018-07-12T16:10:47.000Z,6388
CW10681,School Bus Maintenance - Repairs,0.000000000000000,Base Period,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Emergency (Unique),Time And Materials,Open,325000,2011-08-08T19:44:00.000Z,Expired,2011-08-08T00:00:00.000Z,2011-08-08T00:00:00.000Z,2011-11-07T00:00:00.000Z,aaron holland,James Roberts,"MIDDLETON &  MEADS COMPANY, IN",,"9282450 : MAINTENANCE AND REPAIR, SCHOOL BUSES",,2018-07-12T16:10:47.000Z,6389
CW10681,School Bus Maintenance - Repairs,0.000000000000000,Base Period,,GO0,SPECIAL EDUCATION TRANSPORTATION,Emergency (Unique),Time And Materials,Open,325000,2011-08-08T19:44:00.000Z,Expired,2011-08-08T00:00:00.000Z,2011-08-08T00:00:00.000Z,2011-11-07T00:00:00.000Z,aaron holland,James Roberts,"MIDDLETON &  MEADS COMPANY, IN",,"9282450 : MAINTENANCE AND REPAIR, SCHOOL BUSES",,2018-07-12T16:10:47.000Z,6390
CW10693,DCPO-2011-C-0052 ShotSpotter Extension Locations,0.000000000000000,Base Period,,FA0,METROPOLITAN POLICE DEPARTMENT,Sole Source,Firm Fixed Price,Set Aside,300000,2011-08-23T14:25:00.000Z,Expired,2011-08-10T00:00:00.000Z,2011-08-10T00:00:00.000Z,2012-02-09T00:00:00.000Z,Grace Bolanle Alao,"Reid, Lindel","SHOTSPOTTER, INC.",,"7305474 : SENSORS, TRANSMISSION, DISTANCE MEASURING INSTRUMENT",,2018-07-12T16:10:47.000Z,6391
CW13851,"Assistive Technology - bacus-N-Bytes, Inc. dba TCS Associates",3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Indefinite Delivery Indefinite Quantity,Open,6000,2012-02-28T20:33:00.000Z,Expired,2010-08-12T00:00:00.000Z,2011-08-13T00:00:00.000Z,2012-08-12T00:00:00.000Z,Monica Brown,Marsha L. Robinson,TCS INTERPRETING INC,,"9616730 : INTERPRETER, SIGN LANGUAGE",,2018-07-12T16:10:47.000Z,6392
CW8462,Services - Districtwide Social Marketing - HMA,2.000000000000000,Option 1,,HC0,DEPARTMENT OF HEALTH,GSA (Federal Supply Schedule),Firm Fixed Price,Open,572475,2011-08-15T04:31:00.000Z,Expired,2011-07-20T00:00:00.000Z,2011-08-14T00:00:00.000Z,2012-08-13T00:00:00.000Z,Chi Hui Yi,Deborah White,HARRISON MALDONADO ASSOCIATES,,"9615300 : Marketing Services (Incl. Distribution, Research, Sales Promotions, etc.)",,2018-07-12T16:10:47.000Z,6393
CW10375,Assistive Technology - Phoenix Therapeutic,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Requirements,Open,2501,2011-08-16T04:00:00.000Z,Expired,2010-08-16T00:00:00.000Z,2011-08-16T00:00:00.000Z,2012-08-15T00:00:00.000Z,Monica Brown,Marsha L. Robinson,PHOENIX THERAPEUTIC SERVICES I,,"9529000 : Training and Instruction (For Clients, Not Staff)",,2018-07-12T16:10:47.000Z,6394
CW10377,Assistive Technology - Evaluations and Trainings-Adaptive Success,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,2501,2011-08-18T04:00:00.000Z,Expired,2010-08-18T00:00:00.000Z,2011-08-18T00:00:00.000Z,2012-08-17T00:00:00.000Z,Monica Brown,Marsha L. Robinson,"ADAPTIVE SUCCESS, LLC",,"9529000 : Training and Instruction (For Clients, Not Staff)",,2018-07-12T16:10:47.000Z,6395
CW10853,School Bus Maintenance,0.000000000000000,Base Period,,GD0,STATE SUPERINTENDENT OF EDUCATION (OSSE),Emergency (Unique),Time And Materials,Open,150000,2012-04-06T13:38:00.000Z,Closed,2011-08-22T00:00:00.000Z,2011-08-22T00:00:00.000Z,2011-11-21T00:00:00.000Z,Gena Johnson,James Roberts,"Tony's Fleet Service, LLC.",,"9282450 : MAINTENANCE AND REPAIR, SCHOOL BUSES",,2018-07-12T16:10:47.000Z,6396
CW10853,School Bus Maintenance,0.000000000000000,Base Period,,GO0,SPECIAL EDUCATION TRANSPORTATION,Emergency (Unique),Time And Materials,Open,150000,2012-04-06T13:38:00.000Z,Closed,2011-08-22T00:00:00.000Z,2011-08-22T00:00:00.000Z,2011-11-21T00:00:00.000Z,Gena Johnson,James Roberts,"Tony's Fleet Service, LLC.",,"9282450 : MAINTENANCE AND REPAIR, SCHOOL BUSES",,2018-07-12T16:10:47.000Z,6397
CW11854,DCJZ-2007-A-0033 H & S Bakery Inc,0.000000000000000,Base Period,,JZ0,DEPART OF YOUTH REHABILITATION SERVICES,Small Purchase,Requirements,Open,100000,2012-07-25T14:38:00.000Z,Closed,2011-08-25T00:00:00.000Z,2011-08-25T00:00:00.000Z,2012-08-24T00:00:00.000Z,Rebecca Young,Jerome Johnson,"H & S BAKERY, INC.",,"3751532 : BREAD, WHITE, FAMILY STYLE",,2018-07-12T16:10:47.000Z,6398
CW10968,30' Bow Loader Vessel,0.000000000000000,Base Period,,FA0,METROPOLITAN POLICE DEPARTMENT,Competitive Sealed Bid (IFB),Firm Fixed Price,Open,285692,2011-09-21T14:11:00.000Z,Expired,2011-08-30T00:00:00.000Z,2011-08-30T00:00:00.000Z,2012-01-31T00:00:00.000Z,"Vest, Lucille",James Roberts,"William E. Munson Co., Inc.",,"1202300 : Boats, Over 21 Feet (Including Ferries)",,2018-07-12T16:10:47.000Z,6399
CW10379,Assistive Technology - Medical Alerting Systems and Services-American Medical Alert Corp,3.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Small Purchase,Firm Fixed Price,Open,2501,2011-08-31T04:00:00.000Z,Expired,2010-08-31T00:00:00.000Z,2011-08-31T00:00:00.000Z,2012-08-30T00:00:00.000Z,Monica Brown,Marsha L. Robinson,American Medical Alert Corp,,3401500 : Fire and Medical Alert Systems,,2018-07-12T16:10:47.000Z,6400
CW10945,Clinical Services-Nurses and PA,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Firm Fixed Price,Open,737848,2011-09-01T18:08:00.000Z,Closed,2008-08-28T00:00:00.000Z,2011-09-01T00:00:00.000Z,2012-08-31T00:00:00.000Z,T. Nicole Starwood,Janice Parker Watson,LIBERTY HEALTHCARE CORP.,,"9485551 : MEDICAL TESTING AND SERVICES PROVIDED BY NON-PHYSICIANS SUCH AS NURSES, PHYSICAL THERAPISTS, OCCUPATIONAL THERAPISTS, ETC., INCLUDING MEDICAL TESTING SERVICES SUCH AS MRI, CT SCANS, BLOOD TESTING AND ULTRASOUNDS",,2018-07-12T16:10:47.000Z,6401
CW10948,Clinical Services-Psychologist,1.000000000000000,Base Period,,JM0,DEPARTMENT ON DISABILITY SERVICES,Competitive Sealed Proposal (RFP),Requirements,Open,215456.8,2011-09-01T21:50:00.000Z,Expired,2008-08-28T00:00:00.000Z,2011-09-01T00:00:00.000Z,2012-08-31T00:00:00.000Z,T. Nicole Starwood,Janice Parker Watson,LIBERTY HEALTHCARE CORP.,,9180000 : CONSULTING SERVICES,,2018-07-12T16:10:47.000Z,6402
CW11814,DOC-06-067-KEE  Keefe Commisary Network,0.000000000000000,Base Period,,FL0,DEPARTMENT OF CORRECTIONS,Exempt From Competition,Requirements,Open,1500000,2012-10-03T19:39:00.000Z,Closed,2011-09-01T00:00:00.000Z,2011-09-01T00:00:00.000Z,2012-08-31T00:00:00.000Z,Grace Bolanle Alao,Angela Turner,CENTRIC GRP LLC/KEEFE SUP COMP,,9185200 : Food Service Consulting,,2018-07-12T16:10:47.000Z,6403
CW9498,"Technical support, maintenance and upgrades to maintain the District On-line Compensation System (DOCS) ",0.000000000000000,Base Period,,CF0,DEPARTMENT OF EMPLOYMENT SERVICES,Sole Source,Firm Fixed Price,Set Aside,957756.35,2011-09-01T14:36:00.000Z,Expired,2011-05-31T00:00:00.000Z,2011-09-01T00:00:00.000Z,2011-11-30T00:00:00.000Z,Leslie Ramdat,"Reid, Lindel",ON POINT TECHNOLOGY INC,,9183000 : Computer Network Consulting,,2018-07-12T16:10:47.000Z,6404
